S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
571,06/05/2020,Andhra Pradesh,1717,1092,589,36
572,07/05/2020,Andhra Pradesh,1777,1012,729,36
573,08/05/2020,Andhra Pradesh,1847,1029,780,38
574,09/05/2020,Andhra Pradesh,1887,1004,842,41
575,10/05/2020,Andhra Pradesh,1930,999,887,44
576,11/05/2020,Andhra Pradesh,1980,1010,925,45
577,12/05/2020,Andhra Pradesh,2018,998,975,45
578,13/05/2020,Andhra Pradesh,2090,988,1056,46
579,14/05/2020,Andhra Pradesh,2137,948,1142,47
580,15/05/2020,Andhra Pradesh,2205,965,1192,48
581,16/05/2020,Andhra Pradesh,2307,1007,1252,48
582,17/05/2020,Andhra Pradesh,2355,953,1353,49
583,18/05/2020,Andhra Pradesh,2407,901,1456,50
584,19/05/2020,Andhra Pradesh,2474,872,1552,50
585,20/05/2020,Andhra Pradesh,2532,859,1621,52
586,21/05/2020,Andhra Pradesh,2602,909,1640,53
587,22/05/2020,Andhra Pradesh,2647,885,1709,53
588,23/05/2020,Andhra Pradesh,2709,891,1763,55
589,24/05/2020,Andhra Pradesh,2757,892,1809,56
590,25/05/2020,Andhra Pradesh,2823,911,1856,56
591,26/05/2020,Andhra Pradesh,3110,1158,1896,56
592,27/05/2020,Andhra Pradesh,3171,1105,2009,57
593,28/05/2020,Andhra Pradesh,3171,1056,2057,58
594,29/05/2020,Andhra Pradesh,3251,1067,2125,59
595,30/05/2020,Andhra Pradesh,3436,1150,2226,60
596,31/05/2020,Andhra Pradesh,3569,1220,2289,60
597,01/06/2020,Andhra Pradesh,3679,1268,2349,62
598,02/06/2020,Andhra Pradesh,3783,1341,2378,64
599,03/06/2020,Andhra Pradesh,3898,1413,2421,64
600,04/06/2020,Andhra Pradesh,4080,1546,2466,68
601,05/06/2020,Andhra Pradesh,4223,1613,2539,71
602,06/06/2020,Andhra Pradesh,4303,1654,2576,73
603,07/06/2020,Andhra Pradesh,4510,1817,2620,73
604,08/06/2020,Andhra Pradesh,4708,1951,2682,75
605,09/06/2020,Andhra Pradesh,4851,2031,2745,75
606,10/06/2020,Andhra Pradesh,5070,2191,2802,77
607,11/06/2020,Andhra Pradesh,5269,2292,2899,78
608,12/06/2020,Andhra Pradesh,5429,2301,3048,80
609,13/06/2020,Andhra Pradesh,5680,2495,3105,80
610,14/06/2020,Andhra Pradesh,5965,2688,3195,82
611,15/06/2020,Andhra Pradesh,6163,2765,3314,84
612,16/06/2020,Andhra Pradesh,6456,3052,3316,88
613,17/06/2020,Andhra Pradesh,6841,3244,3509,88
614,18/06/2020,Andhra Pradesh,7071,3340,3641,90
615,19/06/2020,Andhra Pradesh,7518,3637,3789,92
616,20/06/2020,Andhra Pradesh,7961,3948,3917,96
617,21/06/2020,Andhra Pradesh,8452,4240,4111,101
618,22/06/2020,Andhra Pradesh,8999,4562,4331,106
619,23/06/2020,Andhra Pradesh,9372,4766,4495,111
620,24/06/2020,Andhra Pradesh,10002,5284,4599,119
621,25/06/2020,Andhra Pradesh,10331,5428,4779,124
622,26/06/2020,Andhra Pradesh,10884,5760,4988,136
623,27/06/2020,Andhra Pradesh,11489,6145,5196,148
624,28/06/2020,Andhra Pradesh,12285,6648,5480,157
625,29/06/2020,Andhra Pradesh,13241,7164,5908,169
626,30/06/2020,Andhra Pradesh,13891,7479,6232,180
627,01/07/2020,Andhra Pradesh,14595,7897,6511,187
628,02/07/2020,Andhra Pradesh,15252,8071,6988,193
629,03/07/2020,Andhra Pradesh,16097,8586,7313,198
630,04/07/2020,Andhra Pradesh,16934,9096,7632,206
631,05/07/2020,Andhra Pradesh,17699,9473,8008,218
632,06/07/2020,Andhra Pradesh,18697,10043,8422,232
633,07/07/2020,Andhra Pradesh,20019,10860,8920,239
634,08/07/2020,Andhra Pradesh,21197,11200,9745,252
635,09/07/2020,Andhra Pradesh,22259,10894,11101,264
636,10/07/2020,Andhra Pradesh,23814,11383,12154,277
637,11/07/2020,Andhra Pradesh,25422,11936,13194,292
638,12/07/2020,Andhra Pradesh,27235,12533,14393,309
639,13/07/2020,Andhra Pradesh,29168,13428,15412,328
640,14/07/2020,Andhra Pradesh,31103,14274,16464,365
641,15/07/2020,Andhra Pradesh,33019,15144,17467,408
642,16/07/2020,Andhra Pradesh,35451,16621,18378,452
643,17/07/2020,Andhra Pradesh,38044,18159,19393,492
644,18/07/2020,Andhra Pradesh,40646,19814,20298,534
645,19/07/2020,Andhra Pradesh,44609,22260,21763,586
646,20/07/2020,Andhra Pradesh,49650,26118,22890,642
647,21/07/2020,Andhra Pradesh,53724,28800,24228,696
648,22/07/2020,Andhra Pradesh,58668,32336,25574,758
649,23/07/2020,Andhra Pradesh,64713,31763,32127,823
650,24/07/2020,Andhra Pradesh,72711,34272,37555,884
651,25/07/2020,Andhra Pradesh,80858,39990,39935,933
652,26/07/2020,Andhra Pradesh,88671,44431,43255,985
653,27/07/2020,Andhra Pradesh,96298,48956,46301,1041
654,28/07/2020,Andhra Pradesh,102349,51701,49558,1090
655,29/07/2020,Andhra Pradesh,110297,56527,52622,1148
656,30/07/2020,Andhra Pradesh,120390,63771,55406,1213
657,31/07/2020,Andhra Pradesh,130557,69252,60024,1281
658,01/08/2020,Andhra Pradesh,140933,75720,63864,1349
659,02/08/2020,Andhra Pradesh,150209,72188,76614,1407
660,03/08/2020,Andhra Pradesh,158764,74404,82886,1474
661,04/08/2020,Andhra Pradesh,166586,76377,88672,1537
662,05/08/2020,Andhra Pradesh,176333,79104,95625,1604
663,06/08/2020,Andhra Pradesh,186461,80426,104354,1681
664,07/08/2020,Andhra Pradesh,196789,82166,112870,1753
665,08/08/2020,Andhra Pradesh,206960,84654,120464,1842
666,09/08/2020,Andhra Pradesh,217040,85486,129615,1939
667,10/08/2020,Andhra Pradesh,227860,87112,138712,2036
668,11/08/2020,Andhra Pradesh,235525,87773,145636,2116
669,12/08/2020,Andhra Pradesh,244549,87597,154749,2203
670,13/08/2020,Andhra Pradesh,254146,90425,161425,2296
671,14/08/2020,Andhra Pradesh,264142,90780,170984,2378
672,15/08/2020,Andhra Pradesh,273085,89907,180703,2475
673,16/08/2020,Andhra Pradesh,281817,88138,191117,2562
674,17/08/2020,Andhra Pradesh,289829,85945,201234,2650
675,18/08/2020,Andhra Pradesh,296609,84777,209100,2732
676,19/08/2020,Andhra Pradesh,306261,85130,218311,2820
677,20/08/2020,Andhra Pradesh,316003,86725,226372,2906
678,21/08/2020,Andhra Pradesh,325396,87177,235218,3001
679,22/08/2020,Andhra Pradesh,334940,87803,244045,3092
680,23/08/2020,Andhra Pradesh,345216,89389,252638,3189
681,24/08/2020,Andhra Pradesh,353111,89742,260087,3282
682,25/08/2020,Andhra Pradesh,361712,89516,268828,3368
683,26/08/2020,Andhra Pradesh,371639,89932,278247,3460
684,27/08/2020,Andhra Pradesh,382469,92208,286720,3541
685,28/08/2020,Andhra Pradesh,393090,94209,295248,3633
686,29/08/2020,Andhra Pradesh,403616,96191,303711,3714
687,30/08/2020,Andhra Pradesh,414164,97681,312687,3796
688,31/08/2020,Andhra Pradesh,424767,99129,321754,3884
689,01/09/2020,Andhra Pradesh,434771,100276,330526,3969
690,02/09/2020,Andhra Pradesh,445139,101210,339876,4053
691,03/09/2020,Andhra Pradesh,455531,103076,348330,4125
692,04/09/2020,Andhra Pradesh,465730,103521,358009,4200
693,05/09/2020,Andhra Pradesh,476506,102067,370163,4276
694,06/09/2020,Andhra Pradesh,487331,100880,382104,4347
695,07/09/2020,Andhra Pradesh,498125,99689,394019,4417
696,08/09/2020,Andhra Pradesh,506493,97932,404074,4487
697,09/09/2020,Andhra Pradesh,517094,96769,415765,4560
698,10/09/2020,Andhra Pradesh,527512,97271,425607,4634
699,11/09/2020,Andhra Pradesh,537687,97338,435647,4702
700,12/09/2020,Andhra Pradesh,547686,96191,446716,4779
701,13/09/2020,Andhra Pradesh,557587,95733,457008,4846
702,14/09/2020,Andhra Pradesh,567123,95072,467139,4912
703,15/09/2020,Andhra Pradesh,575079,93204,476903,4972
704,16/09/2020,Andhra Pradesh,583925,92353,486531,5041
705,17/09/2020,Andhra Pradesh,592760,90279,497376,5105
706,18/09/2020,Andhra Pradesh,601462,88197,508088,5177
707,19/09/2020,Andhra Pradesh,609558,84423,519891,5244
708,20/09/2020,Andhra Pradesh,617776,81763,530711,5302
709,21/09/2020,Andhra Pradesh,625514,78836,541319,5359
710,22/09/2020,Andhra Pradesh,631749,74518,551821,5410
711,23/09/2020,Andhra Pradesh,639302,71465,562376,5461
712,24/09/2020,Andhra Pradesh,646530,70357,570667,5506
713,25/09/2020,Andhra Pradesh,654385,69353,579474,5558
714,26/09/2020,Andhra Pradesh,661458,67683,588169,5606
715,27/09/2020,Andhra Pradesh,668751,65794,597294,5663
716,28/09/2020,Andhra Pradesh,675674,64876,605090,5708
717,29/09/2020,Andhra Pradesh,681161,63116,612300,5745
718,30/09/2020,Andhra Pradesh,687351,59435,622136,5780
719,01/10/2020,Andhra Pradesh,693484,58445,629211,5828
720,02/10/2020,Andhra Pradesh,700235,57858,636508,5869
721,03/10/2020,Andhra Pradesh,706790,56897,643993,5900
722,04/10/2020,Andhra Pradesh,713014,55282,651791,5941
723,05/10/2020,Andhra Pradesh,719256,54400,658875,5981
724,06/10/2020,Andhra Pradesh,723512,51060,666433,6019
725,07/10/2020,Andhra Pradesh,729307,50776,672479,6052
726,08/10/2020,Andhra Pradesh,734427,49513,678828,6086
727,09/10/2020,Andhra Pradesh,739719,48661,684930,6128
728,10/10/2020,Andhra Pradesh,744864,47665,691040,6159
729,11/10/2020,Andhra Pradesh,750517,46624,697699,6194
730,12/10/2020,Andhra Pradesh,755727,46295,703208,6224
731,13/10/2020,Andhra Pradesh,758951,43983,708712,6256
732,14/10/2020,Andhra Pradesh,763573,42855,714427,6291
733,15/10/2020,Andhra Pradesh,767465,41669,719477,6319
734,16/10/2020,Andhra Pradesh,771503,40047,725099,6357
735,17/10/2020,Andhra Pradesh,775470,38979,730109,6382
736,18/10/2020,Andhra Pradesh,779146,37102,735638,6406
737,19/10/2020,Andhra Pradesh,783132,36474,740229,6429
738,20/10/2020,Andhra Pradesh,786050,35065,744532,6453
739,21/10/2020,Andhra Pradesh,789553,33396,749676,6481
740,22/10/2020,Andhra Pradesh,793299,32376,754415,6508
741,23/10/2020,Andhra Pradesh,796919,32257,758138,6524
742,24/10/2020,Andhra Pradesh,800684,31721,762419,6544
743,25/10/2020,Andhra Pradesh,804026,31469,765991,6566
744,26/10/2020,Andhra Pradesh,807023,30860,769576,6587
745,27/10/2020,Andhra Pradesh,808924,28770,773548,6606
746,28/10/2020,Andhra Pradesh,811825,27300,777900,6625
747,29/10/2020,Andhra Pradesh,814774,26622,781509,6643
748,30/10/2020,Andhra Pradesh,817679,26268,784752,6659
749,31/10/2020,Andhra Pradesh,820565,25514,788375,6676
750,01/11/2020,Andhra Pradesh,823348,24575,792083,6690
751,02/11/2020,Andhra Pradesh,825966,23668,795592,6706
752,03/11/2020,Andhra Pradesh,827882,22538,798625,6719
753,04/11/2020,Andhra Pradesh,830731,21672,802325,6734
754,05/11/2020,Andhra Pradesh,833208,21438,805026,6744
755,06/11/2020,Andhra Pradesh,835953,21878,807318,6757
756,07/11/2020,Andhra Pradesh,838363,21825,809770,6768
757,08/11/2020,Andhra Pradesh,840730,21434,812517,6779
758,09/11/2020,Andhra Pradesh,842967,21403,814773,6791
759,10/11/2020,Andhra Pradesh,844359,21235,816322,6802
760,11/11/2020,Andhra Pradesh,846245,20958,818473,6814
761,12/11/2020,Andhra Pradesh,847977,20915,820234,6828
762,13/11/2020,Andhra Pradesh,849705,20857,822011,6837
763,14/11/2020,Andhra Pradesh,851298,20262,824189,6847
764,15/11/2020,Andhra Pradesh,852955,19757,826344,6854
765,16/11/2020,Andhra Pradesh,854011,18659,828484,6868
766,17/11/2020,Andhra Pradesh,854764,17892,829991,6881
767,18/11/2020,Andhra Pradesh,856159,16985,832284,6890
768,19/11/2020,Andhra Pradesh,857395,16516,833980,6899
769,20/11/2020,Andhra Pradesh,858711,16000,835801,6910
770,21/11/2020,Andhra Pradesh,859932,15382,837630,6920
771,22/11/2020,Andhra Pradesh,861092,14770,839395,6927
772,23/11/2020,Andhra Pradesh,862213,14249,841026,6938
773,24/11/2020,Andhra Pradesh,862758,13394,842416,6948
774,25/11/2020,Andhra Pradesh,863843,13024,843863,6956
775,26/11/2020,Andhra Pradesh,864674,12673,845039,6962
776,27/11/2020,Andhra Pradesh,865705,12615,846120,6970
777,28/11/2020,Andhra Pradesh,866438,12137,847325,6976
778,29/11/2020,Andhra Pradesh,867063,11571,848511,6981
779,30/11/2020,Andhra Pradesh,867683,8397,852298,6988
780,01/12/2020,Andhra Pradesh,868064,7840,853232,6992
781,03/04/2020,Arunachal Pradesh,1,1,0,0
782,04/04/2020,Arunachal Pradesh,1,1,0,0
783,05/04/2020,Arunachal Pradesh,1,1,0,0
784,06/04/2020,Arunachal Pradesh,1,1,0,0
785,07/04/2020,Arunachal Pradesh,1,1,0,0
786,08/04/2020,Arunachal Pradesh,1,1,0,0
787,09/04/2020,Arunachal Pradesh,1,1,0,0
788,10/04/2020,Arunachal Pradesh,1,1,0,0
789,11/04/2020,Arunachal Pradesh,1,1,0,0
790,12/04/2020,Arunachal Pradesh,1,1,0,0
791,13/04/2020,Arunachal Pradesh,1,1,0,0
792,14/04/2020,Arunachal Pradesh,1,1,0,0
793,15/04/2020,Arunachal Pradesh,1,1,0,0
794,16/04/2020,Arunachal Pradesh,1,1,0,0
795,17/04/2020,Arunachal Pradesh,1,1,0,0
796,18/04/2020,Arunachal Pradesh,1,1,0,0
797,19/04/2020,Arunachal Pradesh,1,1,0,0
798,20/04/2020,Arunachal Pradesh,1,1,0,0
799,21/04/2020,Arunachal Pradesh,1,1,0,0
800,22/04/2020,Arunachal Pradesh,1,0,1,0
801,23/04/2020,Arunachal Pradesh,1,0,1,0
802,24/04/2020,Arunachal Pradesh,1,0,1,0
803,25/04/2020,Arunachal Pradesh,1,0,1,0
804,26/04/2020,Arunachal Pradesh,1,0,1,0
805,27/04/2020,Arunachal Pradesh,1,0,1,0
806,28/04/2020,Arunachal Pradesh,1,0,1,0
807,29/04/2020,Arunachal Pradesh,1,0,1,0
808,30/04/2020,Arunachal Pradesh,1,0,1,0
809,01/05/2020,Arunachal Pradesh,1,0,1,0
810,02/05/2020,Arunachal Pradesh,1,0,1,0
811,03/05/2020,Arunachal Pradesh,1,0,1,0
812,04/05/2020,Arunachal Pradesh,1,0,1,0
813,05/05/2020,Arunachal Pradesh,1,0,1,0
814,06/05/2020,Arunachal Pradesh,1,0,1,0
815,07/05/2020,Arunachal Pradesh,1,0,1,0
816,08/05/2020,Arunachal Pradesh,1,0,1,0
817,09/05/2020,Arunachal Pradesh,1,0,1,0
818,10/05/2020,Arunachal Pradesh,1,0,1,0
819,11/05/2020,Arunachal Pradesh,1,0,1,0
820,12/05/2020,Arunachal Pradesh,1,0,1,0
821,13/05/2020,Arunachal Pradesh,1,0,1,0
822,14/05/2020,Arunachal Pradesh,1,0,1,0
823,15/05/2020,Arunachal Pradesh,1,0,1,0
824,16/05/2020,Arunachal Pradesh,1,0,1,0
825,17/05/2020,Arunachal Pradesh,1,0,1,0
826,18/05/2020,Arunachal Pradesh,1,0,1,0
827,19/05/2020,Arunachal Pradesh,1,0,1,0
828,20/05/2020,Arunachal Pradesh,1,0,1,0
829,21/05/2020,Arunachal Pradesh,1,0,1,0
830,22/05/2020,Arunachal Pradesh,1,0,1,0
831,23/05/2020,Arunachal Pradesh,1,0,1,0
832,24/05/2020,Arunachal Pradesh,1,0,1,0
833,25/05/2020,Arunachal Pradesh,1,0,1,0
834,26/05/2020,Arunachal Pradesh,2,1,1,0
835,27/05/2020,Arunachal Pradesh,2,1,1,0
836,28/05/2020,Arunachal Pradesh,2,1,1,0
837,29/05/2020,Arunachal Pradesh,3,2,1,0
838,30/05/2020,Arunachal Pradesh,3,2,1,0
839,31/05/2020,Arunachal Pradesh,4,3,1,0
840,01/06/2020,Arunachal Pradesh,4,3,1,0
841,02/06/2020,Arunachal Pradesh,22,21,1,0
842,03/06/2020,Arunachal Pradesh,22,21,1,0
843,04/06/2020,Arunachal Pradesh,38,37,1,0
844,05/06/2020,Arunachal Pradesh,42,41,1,0
845,06/06/2020,Arunachal Pradesh,45,44,1,0
846,07/06/2020,Arunachal Pradesh,47,46,1,0
847,08/06/2020,Arunachal Pradesh,51,50,1,0
848,09/06/2020,Arunachal Pradesh,51,50,1,0
849,10/06/2020,Arunachal Pradesh,57,56,1,0
850,11/06/2020,Arunachal Pradesh,57,55,2,0
851,12/06/2020,Arunachal Pradesh,61,57,4,0
852,13/06/2020,Arunachal Pradesh,67,63,4,0
853,14/06/2020,Arunachal Pradesh,87,83,4,0
854,15/06/2020,Arunachal Pradesh,91,84,7,0
855,16/06/2020,Arunachal Pradesh,91,84,7,0
856,17/06/2020,Arunachal Pradesh,95,88,7,0
857,18/06/2020,Arunachal Pradesh,99,92,7,0
858,19/06/2020,Arunachal Pradesh,103,93,10,0
859,20/06/2020,Arunachal Pradesh,103,92,11,0
860,21/06/2020,Arunachal Pradesh,135,121,14,0
861,22/06/2020,Arunachal Pradesh,135,120,15,0
862,23/06/2020,Arunachal Pradesh,139,118,21,0
863,24/06/2020,Arunachal Pradesh,148,126,22,0
864,25/06/2020,Arunachal Pradesh,158,120,38,0
865,26/06/2020,Arunachal Pradesh,160,121,38,1
866,27/06/2020,Arunachal Pradesh,172,129,42,1
867,28/06/2020,Arunachal Pradesh,177,122,54,1
868,29/06/2020,Arunachal Pradesh,182,121,60,1
869,30/06/2020,Arunachal Pradesh,187,125,61,1
870,01/07/2020,Arunachal Pradesh,191,128,62,1
871,02/07/2020,Arunachal Pradesh,195,128,66,1
872,03/07/2020,Arunachal Pradesh,195,128,66,1
873,04/07/2020,Arunachal Pradesh,252,176,75,1
874,05/07/2020,Arunachal Pradesh,259,182,76,1
875,06/07/2020,Arunachal Pradesh,269,190,78,1
876,07/07/2020,Arunachal Pradesh,270,176,92,2
877,08/07/2020,Arunachal Pradesh,276,169,105,2
878,09/07/2020,Arunachal Pradesh,287,176,109,2
879,10/07/2020,Arunachal Pradesh,302,180,120,2
